SEQENCE ID                     TM SP PREDICTION
Q2FYR8                          0  0 o
Q2FYS0                          0  0 o
Q2FYS3                          0  0 o
Q2FYS7                          0  0 o
Q2FYS8                          0  0 o
Q2FYT0                         12  0 i17-35o55-74i94-115o148-166i186-212o232-253i265-288o322-342i354-375o395-422i443-462o474-497i
Q2FYT1                          0  0 o
Q2FYT2                          0  0 o
Q2FYT5                          4  0 i21-39o51-70i82-101o113-131i
Q2FYT6                          0  0 i
Q2FYT7                          1  0 o20-40i
Q2FYT9                          0  0 o
Q2FYU0                          1  0 o12-32i
Q2FYU2                          0  0 o
Q2FYU3                          0  0 o
Q2FYU8                         12  0 i15-39o45-72i93-116o122-144i156-178o198-219i239-260o280-305i338-357o363-387i408-427o439-459i
Q2FYU9                          0  0 o
Q2FYV0                          0  0 o
Q2FYV1                          0  0 o
Q2FYV6                          0  0 o
Q2FYV7                          0  Y n5-20c27/28o
Q2FYV9                          2  0 i7-27o33-57i
Q2FYW2                          6  0 i20-40o52-74i104-124o136-156i163-182o216-236i
Q2FYW3                          0  0 o
Q2FYW5                          1  0 o58-79i
Q2FYW6                          0  0 o
Q2FYW7                          0  0 o
Q2FYW8                          0  0 i
Q2FYW9                          0  0 i
Q2FYX0                          0  0 o
Q2FYX1                          0  0 o
Q2FYX2                          0  0 o
Q2FYX3                          0  0 o
Q2FYX4                          0  0 o
Q2FYX5                          0  0 i
Q2FYX6                          0  0 o
Q2FYX7                          0  0 o
Q2FYX8                          0  0 o
Q2FYX9                          0  0 i
Q2FYY0                          0  0 o
Q2FYY1                          0  0 i
Q2FYY2                          1  0 i16-35o
Q2FYY3                          0  0 o
Q2FYY4                          0  0 i
Q2FYY5                          0  0 o
Q2FYY7                          0  0 o
Q2FYY8                          0  0 o
Q2FYZ0                          0  0 o
Q2FYZ3                          0  0 o
Q2FZ00                          5  0 o6-27i39-66o72-90i102-120o126-150i
Q2FZ01                          0  0 o
Q2FZ03                          0  0 o
Q2FZ05                          0  0 o
Q2FZ07                          0  0 o
Q2FZ10                          0  Y n3-14c22/23o
Q2FZ12                          1  0 i108-129o
Q2FZ13                          0  0 o
Q2FZ14                          0  0 o
Q2FZ15                          0  0 o
Q2FZ16                          0  0 o
Q2FZ17                          0  0 o
Q2FZ24                          0  0 i
Q2FZ26                          1  0 i7-26o
Q2FZ33                          0  0 o
Q2FZ40                         13  0 o12-33i86-103o123-141i153-177o197-228i248-271o291-315i322-341o356-375i382-400o406-425i432-449o843-865i
Q2FZ41                          0  0 o
Q2FZ47                          0  0 o
Q2FZ52                          0  0 i
Q2FZ58                          0  0 o
Q2FZ59                          0  0 o
Q2FZ69                          0  0 o
Q2FZ76                         12  0 i26-46o52-69i76-94o100-118i125-147o167-187i194-213o236-256i320-344o350-371i383-400o406-427i
Q2FZ80                          0  Y n18-25c32/33o
Q2FZ81                          0  0 o
Q2FZ84                          0  0 o
Q2FZ85                          2  0 i12-33o59-80i
Q2FZA1                          0  0 o
Q2FZA2                          0  0 o
Q2FZA3                          0  0 o
Q2FZA4                          0  0 o
Q2FZA5                          0  0 i
Q2FZA6                          9  Y n6-17c21/22o31-53i65-85o97-121i133-155o161-178i190-208o214-233i245-265o277-301i
Q2FZA7                          2  0 i7-32o44-61i
Q2FZA8                         12  Y n2-13c18/19o107-131i143-162o168-185i192-212o224-244i286-303o309-330i342-367o387-406i413-435o441-460i472-494o
Q2FZB1                          0  Y n9-18c23/24o
Q2FZB2                          0  Y n9-18c23/24o
Q2FZB3                          0  Y n9-18c23/24o
Q2FZB4                          0  0 i
Q2FZB5                          0  0 o
Q2FZB6                          0  0 o
Q2FZB7                          0  Y n7-17c22/23o
Q2FZB9                          3  Y n5-16c21/22o31-55i67-90o144-162i
Q2FZC1                          0  0 i
Q2FZC3                          0  0 o
Q2FZC4                          0  0 o
Q2FZC9                          5  0 i12-32o52-74i95-116o144-168i180-203o
Q2FZD1                          0  0 o
Q2FZD5                          5  0 o6-39i51-69o81-102i114-138o150-171i
Q2FZE1                          0  0 o
Q2FZE7                          1  Y n12-23c32/33o330-350i
Q2FZF2                          1  0 i35-57o
Q2FZF3                          0  0 i
Q2FZF6                          0  0 o
Q2FZF7                          0  0 o
Q2FZF8                          0  0 o
Q2FZF9                          1  0 i7-25o
Q2FZG0                          0  0 o
Q2FZG1                          0  0 o
Q2FZG2                          1  0 o20-38i
Q2FZG3                          4  0 o6-27i39-56o76-102i114-138o
Q2FZG5                          0  Y n6-17c22/23o
Q2FZG7                          0  0 o
Q2FZH0                          0  0 i
Q2FZH1                          0  0 o
Q2FZH2                          9  0 o6-33i54-74o80-102i114-137o157-182i203-223o235-254i261-279o303-328i
Q2FZH4                          0  0 o
Q2FZH6                          0  0 o
Q2FZH7                          0  0 o
Q2FZH8                          0  0 o
Q2FZH9                         10  0 i12-34o68-90i102-123o129-147i159-180o192-215i308-326o346-363i375-391o397-425i
Q2FZI0                          0  0 i
Q2FZI1                          0  0 i
Q2FZI2                          6  0 i12-31o43-60i65-82o88-106i113-134o146-168i
Q2FZI3                          0  0 o
Q2FZI4                          6  0 i12-33o39-56i63-83o114-134i146-167o234-256i
Q2FZJ7                          0  Y n4-19c24/25o
Q2FZJ8                          0  0 i
Q2FZK8                          0  0 o
Q2FZK9                          0  0 o
Q2FZL0                         10  0 i9-28o40-61i73-94o106-127i134-150o156-176i188-208o236-255i267-287o293-312i
Q2FZL8                          0  0 o
Q2FZL9                          0  0 i
Q2FZM1                          0  0 o
Q2FZM2                          2  0 i31-49o61-81i
Q2FZM3                          0  0 i
Q2FZM4                          0  0 o
Q2FZM5                          4  0 o6-25i37-60o66-85i92-111o
Q2FZM6                          0  0 o
Q2FZM7                          0  0 i
Q2FZM8                          0  0 o
Q2FZM9                          3  0 i20-42o48-68i75-95o
Q2FZN0                          0  0 o
Q2FZN1                          0  Y n3-13c18/19o
Q2FZN2                          9  0 o6-25i162-181o187-205i212-236o242-268i288-306o552-573i594-615o621-642i
Q2FZN3                          0  0 i
Q2FZN4                          1  0 o12-31i
Q2FZN5                          7  0 i7-26o32-50i62-83o103-121i133-152o158-174i181-198o
Q2FZN6                          0  0 o
Q2FZN8                          0  0 o
Q2FZN9                          0  0 o
Q2FZP0                          0  0 o
Q2FZP1                         10  0 o17-37i49-68o74-101i128-152o192-213i234-253o316-335i356-375o381-401i413-435o
Q2FZP3                          7  0 o12-36i48-67o73-89i135-155o167-188i200-222o242-260i
Q2FZP5                          0  0 i
Q2FZQ0                          0  0 o
Q2FZQ1                         11  0 o18-36i57-78o84-108i143-161o181-202i209-230o236-258i299-320o380-402i422-440o446-468i
Q2FZQ2                          9  0 o6-24i36-58o70-95i155-177o213-232i239-260o266-287i299-318o324-345i
Q2FZQ8                          6  0 i21-43o84-110i117-137o149-171i202-224o260-280i
Q2FZQ9                          6  0 i9-29o99-125i137-157o184-206i242-267o287-313i
Q2FZR0                          0  0 o
Q2FZR1                          0  0 o
Q2FZR2                          0  Y n8-18c22/23o
Q2FZR3                          0  Y n7-18c22/23o
Q2FZR4                          0  0 o
Q2FZR8                          3  0 o6-23i30-51o100-122i
Q2FZS1                          1  Y n4-14c22/23o32-53i
Q2FZS2                          0  Y n7-18c30/31o
Q2FZS3                          0  0 o
Q2FZS4                         11  0 i9-30o36-55i67-85o91-111i132-149o155-175i200-222o234-253i265-293o313-336i343-362o
Q2FZS6                          0  0 o
Q2FZS7                          0  0 o
Q2FZT0                          0  0 o
Q2FZT1                          0  0 o
Q2FZT3                          4  0 o6-23i35-56o68-87i99-119o
Q2FZT4                          0  0 o
Q2FZU3                          0  Y n13-23c30/31o
Q2FZU4                          0  0 o
Q2FZU7                          0  0 o
Q2FZU8                          0  0 o
Q2FZV0                          0  0 i
Q2FZV4                          0  0 o
Q2FZV5                         11  0 o6-37i58-77o105-135i147-171o191-213i233-252o258-278i290-310o330-348i360-385o420-437i
Q2FZV8                          0  0 o
Q2FZV9                          0  0 o
Q2FZW1                          0  0 o
Q2FZW7                          1  0 o35-53i
Q2FZW8                          0  0 o
Q2FZW9                          0  0 o
Q2FZX1                          0  0 o
Q2FZX2                          0  0 o
Q2FZX3                          0  0 o
Q2FZX5                          0  0 o
Q2FZX6                          8  0 i7-31o51-72i84-102o108-125i159-191o197-216i223-241o253-271i
Q2FZX7                          0  0 o
Q2FZX8                          0  0 i
Q2FZY0                          3  Y n4-15c23/24o54-73i80-98o118-136i
Q2FZY1                          2  Y n3-13c18/19o42-71i83-103o
Q2FZY2                          0  0 o
Q2FZY3                          0  0 o
Q2FZY6                          0  0 o
Q2FZY7                          0  0 o
Q2FZY9                          0  0 o
Q2FZZ3                          0  0 o
Q2FZZ4                          0  0 o
Q2FZZ5                          0  0 o
Q2FZZ6                          0  0 o
Q2FZZ7                          0  Y n5-16c21/22o
Q2FZZ9                          0  0 o
Q2G000                          0  0 o
Q2G001                          0  0 o
Q2G003                          0  0 o
Q2G004                          3  0 i5-24o36-57i64-85o
Q2G005                          2  0 o6-26i38-61o
Q2G006                          0  Y n7-18c27/28o
Q2G007                          0  0 o
Q2G008                          0  0 o
Q2G009                          0  0 o
Q2G011                          0  Y n5-16c26/27o
Q2G012                          0  Y n5-16c26/27o
Q2G013                          0  0 o
Q2G014                          0  Y n5-15c26/27o
Q2G016                          0  0 o
Q2G017                          1  0 o6-29i
Q2G018                          0  0 i
Q2G019                          0  Y n4-15c19/20o
Q2G020                          0  0 o
Q2G021                          0  0 o
Q2G022                          0  0 o
Q2G027                          4  0 i12-32o62-81i88-113o119-142i
Q2G033                          0  0 o
Q2G034                          1  0 o25-46i
Q2G035                          0  0 o
Q2G040                          0  0 i
Q2G042                          0  0 o
Q2G043                          0  0 i
Q2G048                          0  0 o
Q2G050                          0  0 o
Q2G051                          1  Y n7-18c24/25o48-65i
Q2G053                          0  0 o
Q2G056                          0  0 o
Q2G057                          0  0 o
Q2G058                          0  0 o
Q2G059                          0  0 o
Q2G062                          5  0 i120-140o146-162i174-192o198-221i233-252o
Q2G063                          5  0 o6-23i28-45o51-67i79-99o119-139i
Q2G065                          0  0 o
Q2G066                          0  0 o
Q2G067                          0  Y n4-15c19/20o
Q2G068                          0  0 o
Q2G070                          0  0 o
Q2G072                          0  0 o
Q2G073                          9  0 o12-31i43-63o78-98i105-124o130-156i177-201o221-253i265-285o291-312i
Q2G074                          7  Y n9-24c29/30o53-71i92-125o137-159i185-206o226-259i271-289o295-314i
Q2G075                          0  0 o
Q2G076                          0  0 o
Q2G079                          0  0 o
Q2G080                          8  0 i25-42o54-70i77-95o101-121i133-153o159-185i192-209o215-232i
Q2G083                          0  0 o
Q2G085                          0  0 o
Q2G086                          0  0 o
Q2G091                          0  0 o
Q2G092                          0  0 o
Q2G094                          0  0 o
Q2G095                          0  0 o
Q2G096                          1  Y n2-13c18/19o28-51i
Q2G097                          0  0 o
Q2G098                          0  0 o
Q2G099                          0  0 o
Q2G0A1                          1  0 o6-27i
Q2G0A2                         12  0 i7-30o42-62i69-87o99-117i129-151o157-178i199-220o240-259i271-289o295-317i329-351o357-375i
Q2G0A3                          0  0 o
Q2G0A4                          6  0 i7-24o30-48i60-81o101-123i135-156o176-197i
Q2G0A5                          3  0 i22-45o51-72i93-114o
Q2G0A7                         14  0 i24-42o48-66i73-91o122-145i166-184o190-207i214-232o259-278i311-330o336-356i363-382o405-438i450-471o491-511i
Q2G0A8                          3  0 i17-36o42-62i69-90o
Q2G0A9                          0  0 o
Q2G0B0                          0  0 o
Q2G0B5                          1  0 o6-23i
Q2G0B6                          0  0 o
Q2G0B7                          0  0 o
Q2G0B8                          0  0 o
Q2G0B9                          0  0 o
Q2G0C0                          0  Y n4-15c19/20o
Q2G0C1                          0  0 o
Q2G0C2                          4  0 i100-118o124-149i161-182o194-214i
Q2G0C3                          4  0 o6-37i49-73o85-113i133-156o
Q2G0C4                         12  0 i12-37o49-68i80-99o105-125i146-166o172-193i220-238o258-278i287-305o311-333i340-362o374-392i
Q2G0C5                          0  0 o
Q2G0C6                          0  0 o
Q2G0C7                          0  0 i
Q2G0C8                          0  0 i
Q2G0C9                          0  0 o
Q2G0D0                          0  0 o
Q2G0D2                          0  0 o
Q2G0D3                          7  0 i22-41o47-65i72-91o103-125i134-152o158-178i190-209o
Q2G0D5                          6  0 o6-24i45-68o80-103i110-131o137-163i310-331o
Q2G0D6                          0  0 i
Q2G0D7                         11  0 o18-38i59-80o100-122i129-150o156-176i197-219o225-247i285-307o509-531i565-587o599-618i
Q2G0E2                          0  0 o
Q2G0E3                          0  0 i
Q2G0E4                          1  0 o14-39i
Q2G0E5                          1  0 i7-26o
Q2G0E6                          9  Y n10-21c26/27o36-54i88-109o115-136i143-164o184-207i219-239o259-286i298-318o324-344i
Q2G0E7                          0  0 o
Q2G0F0                          0  0 o
Q2G0F1                          5  0 i66-88o100-120i132-152o164-183i212-230o
Q2G0F2                          0  Y n4-15c27/28o
Q2G0F3                          0  0 o
Q2G0F4                          0  0 o
Q2G0F5                          9  0 o6-24i45-63o75-95i102-122o128-152i173-197o217-242i263-284o290-309i
Q2G0F6                          0  0 o
Q2G0F7                          0  0 o
Q2G0F9                          0  0 i
Q2G0G0                          1  0 i7-25o
Q2G0G2                          0  0 o
Q2G0G3                          0  0 o
Q2G0G4                          0  0 o
Q2G0G5                          0  0 o
Q2G0G6                          0  0 o
Q2G0G7                          5  0 o24-45i70-88o100-117i138-163o175-197i
Q2G0G8                          1  0 o20-36i
Q2G0G9                          5  0 o23-44i69-88o100-118i145-168o174-196i
Q2G0H0                          5  0 o6-25i46-63o75-94i114-132o138-167i
Q2G0H1                          5  0 o24-45i70-89o101-119i139-170o176-197i
Q2G0H2                          1  0 o6-24i
Q2G0H3                          4  0 i23-44o69-87i99-118o138-154i
Q2G0H4                          5  0 o32-52i73-90o102-122i150-173o179-201i
Q2G0H5                          5  0 o23-44i69-87o99-116i137-165o171-188i
Q2G0H6                          0  0 o
Q2G0H7                          5  0 o23-44i69-88o100-118i138-156o176-197i
Q2G0H8                          5  0 o6-25i46-64o76-94i121-144o150-172i
Q2G0H9                          5  0 o26-47i72-91o103-121i148-166o172-193i
Q2G0I0                          5  0 o6-25i46-64o76-95i125-146o152-173i
Q2G0I1                          2  0 i363-385o391-411i
Q2G0I2                          0  0 o
Q2G0I3                          0  0 o
Q2G0I5                          0  0 o
Q2G0I6                          0  0 o
Q2G0J2                          5  0 i83-100o106-125i137-154o160-184i196-215o
Q2G0J3                          5  0 o6-22i27-46o52-72i79-97o103-131i
Q2G0J4                         12  0 i21-43o49-72i93-120o140-161i173-191o211-229i249-272o292-325i346-365o371-395i407-428o440-458i
Q2G0J5                          3  Y n3-10c22/23o46-64i71-88o94-118i
Q2G0J6                          0  0 o
Q2G0J9                          0  0 o
Q2G0K0                          0  0 o
Q2G0K1                          0  0 o
Q2G0K2                          0  0 o
Q2G0K3                          0  0 o
Q2G0K5                          0  0 o
Q2G0K6                          0  0 o
Q2G0K9                          0  0 o
Q2G0L0                          0  0 o
Q2G0L2                          0  0 o
Q2G0L3                          0  0 o
Q2G0L6                          2  0 i21-39o45-63i
Q2G0L8                          0  0 o
Q2G0M2                          0  0 o
Q2G0M3                          0  0 o
Q2G0M5                          0  0 o
Q2G0M8                          0  0 o
Q2G0M9                          0  0 o
Q2G0N7                          0  0 o
Q2G0Q2                          0  0 o
Q2G0Q4                          0  0 o
Q2G0R3                          0  0 o
Q2G0R4                          1  0 i34-54o
Q2G0R6                          0  0 o
Q2G0R7                         14  0 i7-26o46-65i77-100o112-132i144-168o174-197i218-238o270-290i311-330o342-361i373-391o397-419i431-453o459-481i
Q2G0S1                          0  0 i
Q2G0S4                          0  0 i
Q2G0S6                          0  0 o
Q2G0S7                          0  0 i
Q2G0S9                          0  0 o
Q2G0T2                          0  0 o
Q2G0T6                          0  0 o
Q2G0T7                          0  0 i
Q2G0T8                          0  0 i
Q2G0U1                          0  0 o
Q2G0U3                          0  0 o
Q2G0U4                          8  0 i12-32o127-144i151-170o176-196i203-228o248-276i297-320o340-364i
Q2G0U5                          5  Y n3-14c19/20o35-68i80-101o121-142i178-201o221-246i
Q2G0U6                          0  0 o
Q2G0U7                          0  0 o
Q2G0U8                          2  0 i12-30o36-54i
Q2G0V1                          5  0 o20-42i63-81o87-107i144-169o189-213i
Q2G0V5                         11  0 i12-31o37-60i95-124o144-165i177-197o217-241i253-279o299-322i343-362o382-403i423-444o
Q2G0V6                          0  0 o
Q2G0V8                          6  0 i12-31o74-93i98-116o144-161i168-189o195-216i
Q2G0V9                          4  0 o20-43i63-81o87-106i111-132o
Q2G0W0                          0  0 o
Q2G0W3                          0  0 o
Q2G0W4                          0  0 o
Q2G0W5                          2  0 i21-43o55-76i
Q2G0W6                          0  0 o
Q2G0W7                          0  0 o
Q2G0W8                          0  0 o
Q2G0X0                          0  Y n9-20c25/26o
Q2G0X2                          0  Y n6-17c22/23o
Q2G0X3                          0  Y n12-24c32/33o
Q2G0X5                          0  0 o
Q2G0X8                          0  Y n9-20c30/31o
Q2G0Y0                          0  0 o
Q2G0Y1                          3  0 o6-22i56-73o79-96i
Q2G0Y2                          1  Y n10-21c33/34o57-77i
Q2G0Y3                          0  0 i
Q2G0Y4                          0  0 o
Q2G0Y5                          0  0 o
Q2G0Y8                         13  0 o12-29i36-55o61-81i88-107o113-138i150-167o173-196i203-220o226-246i301-319o325-348i360-380o386-409i
Q2G0Z0                          0  0 o
Q2G0Z1                          0  0 o
Q2G0Z2                          0  0 o
Q2G0Z3                          0  0 i
Q2G0Z8                          0  0 o
Q2G0Z9                          0  Y n5-17c22/23o
Q2G100                          4  0 i7-26o38-59i71-89o95-117i
Q2G102                          0  0 o
Q2G103                          3  0 o6-23i30-51o57-78i
Q2G104                          0  0 i
Q2G105                          0  Y n6-16c20/21o
Q2G106                          1  0 i7-25o
Q2G108                          0  0 o
Q2G109                          0  0 o
Q2G110                          0  0 o
Q2G114                          0  0 o
Q2G116                          0  0 o
Q2G123                          0  0 o
Q2G125                          1  0 o12-28i
Q2G126                          0  0 o
Q2G132                          0  0 o
Q2G133                          0  0 o
Q2G134                         11  0 i9-25o31-48i68-87o93-111i123-145o151-176i183-205o217-236i248-268o274-296i308-330o
Q2G135                          0  0 o
Q2G136                          0  0 o
Q2G137                          0  0 o
Q2G139                          0  0 o
Q2G141                          0  0 o
Q2G142                          0  0 o
Q2G144                          0  0 o
Q2G146                          0  0 o
Q2G148                          0  0 o
Q2G150                          0  0 o
Q2G151                          0  0 o
Q2G152                          0  0 i
Q2G153                          0  0 o
Q2G154                          0  0 o
Q2G156                         11  0 i12-31o51-72i84-102o122-146i167-185o200-218i230-249o307-326i338-361o381-402i414-436o
Q2G158                          0  0 o
Q2G159                          0  0 o
Q2G164                          0  0 o
Q2G165                          7  Y n5-15c19/20o62-89i101-125o145-163i170-192o227-246i253-269o275-297i
Q2G166                          0  0 o
Q2G169                          1  0 o20-42i
Q2G170                          0  Y n8-19c31/32o
Q2G172                          6  0 i39-60o72-91i120-142o162-186i193-212o232-264i
Q2G173                          3  0 i7-35o55-80i92-113o
Q2G174                          0  Y n4-15c20/21o
Q2G175                          2  0 i12-38o50-71i
Q2G176                          6  0 o6-23i28-49o61-79i118-137o149-170i177-199o
Q2G177                          6  0 i20-39o45-65i85-107o119-140i160-182o188-210i
Q2G180                          0  0 o
Q2G183                          0  0 o
Q2G186                          0  0 o
Q2G190                          0  Y n4-15c24/25o
Q2G191                          6  0 o6-22i29-48o60-80i116-133o145-165i172-194o
Q2G192                          6  0 i16-39o45-65i85-106o112-134i146-171o177-198i
Q2G193                          1  0 i7-29o
Q2G194                          6  0 i20-38o198-221i242-266o286-306i313-335o367-386i
Q2G195                          5  0 i12-34o185-206i227-250o256-280i287-305o
Q2G196                          0  0 o
Q2G198                          0  0 o
Q2G1A0                          0  0 i
Q2G1A1                          0  0 o
Q2G1A2                          0  0 i
Q2G1A3                          0  0 o
Q2G1A4                         10  0 o6-23i35-56o62-80i92-111o117-138i150-168o180-200i212-232o244-263i272-292o
Q2G1A7                          0  0 o
Q2G1A8                          0  0 o
Q2G1A9                          0  0 o
Q2G1B1                          0  0 o
Q2G1B7                          0  0 o
Q2G1C3                          1  Y n5-16c21/22o45-62i
Q2G1C5                          8  0 i108-130o136-155i167-188o208-227i239-258o278-298i310-328o340-361i
Q2G1C6                          0  0 o
Q2G1C7                          0  0 o
Q2G1C8                          0  0 o
Q2G1D1                          0  0 i
Q2G1D2                          1  0 i12-29o
Q2G1D3                          0  Y n7-18c26/27o
Q2G1D4                          0  0 i
Q2G1D5                          7  0 i27-49o69-101i122-150o170-196i217-243o255-275i312-333o
Q2G1D6                          1  0 o40-59i
Q2G1D9                          0  Y n5-15c19/20o
Q2G1E2                         12  0 i22-44o64-84i96-118o124-147i159-180o186-211i252-275o295-315i324-342o354-376i388-408o428-449i
Q2G1E3                          4  0 o26-47i68-86o92-113i154-178o
Q2G1E4                          0  0 o
Q2G1E5                          0  0 o
Q2G1E6                          0  0 o
Q2G1E7                          6  0 i12-32o76-97i109-131o143-163i184-206o243-264i
Q2G1F0                          0  0 o
Q2G1F3                          1  0 o6-27i
Q2G1F5                          0  Y n4-16c20/21o
Q2G1F6                          9  0 o14-34i41-62o74-96i125-147o189-214i221-243o249-268i311-333o353-375i
Q2G1F8                          0  0 o
Q2G1F9                          0  0 o
Q2G1G0                          0  0 o
Q2G1G1                          0  0 o
Q2G1G3                          3  0 i7-27o33-51i72-91o
Q2G1G4                          0  0 o
Q2G1G7                          0  0 o
Q2G1G9                          0  0 i
Q2G1H1                          0  0 o
Q2G1H7                          4  0 i5-22o66-87i99-123o135-154i
Q2G1H8                          0  0 o
Q2G1I0                         12  0 i12-34o40-64i71-90o96-118i138-158o164-184i224-247o267-287i299-317o323-341i362-382o388-408i
Q2G1I2                          0  0 o
Q2G1I3                          0  0 o
Q2G1I5                          0  Y n4-14c18/19o
Q2G1I6                          0  0 o
Q2G1I7                          0  0 o
Q2G1I8                          0  0 o
Q2G1I9                          6  0 i31-50o62-81i93-117o132-156i168-189o195-213i
Q2G1J1                          3  Y n3-15c19/20o29-46i74-91o97-115i
Q2G1J4                          0  0 o
Q2G1J5                          0  0 o
Q2G1J6                          1  0 i7-28o
Q2G1J7                          0  0 o
Q2G1J8                         11  Y n13-24c28/29o44-62i82-103o109-128i140-158o164-182i222-243o249-266i278-303o309-330i342-364o370-388i
Q2G1J9                         10  Y n3-10c22/23o32-51i63-80o92-113i120-138o158-175i182-198o204-221i233-249o309-333i345-368o
Q2G1K0                          0  0 o
Q2G1K1                          0  0 o
Q2G1K2                          0  0 o
Q2G1K3                          0  0 o
Q2G1K5                          4  0 i12-32o44-65i77-99o105-126i
Q2G1K6                          0  0 o
Q2G1K8                          2  0 i20-40o172-192i
Q2G1L0                          0  0 o
Q2G1L1                          2  0 i44-63o69-86i
Q2G1L2                          0  0 i
Q2G1L3                          0  0 o
Q2G1L4                          0  0 i
Q2G1L6                          0  Y n8-19c27/28o
Q2G1L7                          0  Y n6-17c22/23o
Q2G1L9                          7  0 i21-41o82-104i116-139o145-164i185-204o210-228i240-258o
Q2G1M0                          0  0 o
Q2G1M2                          3  0 o12-45i52-79o91-114i
Q2G1M3                          3  0 o6-29i41-62o74-102i
Q2G1M4                          1  0 i21-42o
Q2G1M7                          0  0 o
Q2G1N4                          0  Y n8-18c23/24o
Q2G1N5                         10  0 i7-26o58-78i90-111o117-136i148-168o174-191i196-216o236-263i275-300o306-324i
Q2G1N6                          8  0 o36-54i66-85o91-110i122-142o162-185i217-241o253-270i282-299o
Q2G1P0                          4  0 i7-24o50-73i94-116o128-147i
Q2G1P2                         10  0 i7-26o38-55i67-85o91-116i123-141o147-167i179-198o210-233i245-262o268-287i
Q2G1P3                          1  0 o24-42i
Q2G1P4                          9  0 o6-25i46-79o85-103i110-127o133-154i175-199o211-234i246-267o287-308i
Q2G1P6                          0  0 o
Q2G1P7                          0  0 o
Q2G1P8                          0  Y n7-18c23/24o
Q2G1Q3                          4  0 i32-55o61-81i102-127o139-156i
Q2G1Q4                          2  0 i689-712o732-750i
Q2G1Q5                          5  0 o6-29i50-72o78-106i118-143o163-179i
Q2G1Q6                          0  0 o
Q2G1Q7                          0  0 o
Q2G1Q8                          0  0 o
Q2G1Q9                          0  0 o
Q2G1R0                         12  0 i12-36o42-63i75-96o102-120i141-160o166-185i218-241o261-278i285-304o310-328i340-362o374-393i
Q2G1R1                          0  0 o
Q2G1R2                          2  0 i12-29o35-59i
Q2G1R4                          0  0 o
Q2G1R5                          1  0 o6-24i
Q2G1R6                          0  0 o
Q2G1R7                          0  0 o
Q2G1R8                          0  0 i
Q2G1S0                          0  0 i
Q2G1S2                          0  0 o
Q2G1S5                          0  Y n11-22c30/31o
Q2G1S7                          2  0 i20-39o59-80i
Q2G1S9                          0  0 o
Q2G1T0                          6  0 o6-26i38-65o71-91i112-138o144-165i177-197o
Q2G1T1                          0  0 o
Q2G1T2                          0  0 o
Q2G1T3                          0  0 o
Q2G1T4                          0  0 o
Q2G1T5                          1  0 o892-908i
Q2G1U2                          0  0 o
Q2G1U4                          0  0 o
Q2G1U7                          1  Y n8-18c25/26o35-53i
Q2G1U9                          0  0 o
Q2G1V0                          7  0 o39-60i72-91o117-139i169-188o194-212i219-236o242-264i
Q2G1V1                          0  0 o
Q2G1V2                          0  0 o
Q2G1V3                         12  0 i20-38o50-70i82-100o106-129i141-161o167-190i202-222o228-248i260-284o296-314i326-344o350-367i
Q2G1V4                          0  0 o
Q2G1V5                          6  0 i7-27o39-63i94-119o125-146i186-206o212-231i
Q2G1V6                          5  0 o16-36i81-102o108-127i139-159o179-199i
Q2G1V7                          0  0 i
Q2G1V8                          3  0 o22-45i65-85o91-123i
Q2G1V9                          1  0 o14-36i
Q2G1W0                          0  0 o
Q2G1W1                          0  Y n4-19c27/28o
Q2G1W3                          0  0 o
Q2G1W5                          1  0 o6-29i
Q2G1W6                          1  0 i73-91o
Q2G1W7                          0  0 o
Q2G1W8                          0  0 o
Q2G1W9                          0  0 i
Q2G1X1                          0  0 o
Q2G1X2                          2  0 o20-40i52-71o
Q2G1X3                          1  0 i35-60o
Q2G1X4                          1  0 o6-36i
Q2G1Y1                          0  0 o
Q2G1Y2                         12  0 i33-55o61-83i104-128o156-174i186-206o226-246i267-291o311-335i365-382o388-407i419-443o449-467i
Q2G1Y3                          1  0 o30-51i
Q2G1Y7                          0  0 o
Q2G1Y8                          1  0 i75-94o
Q2G1Y9                          0  0 o
Q2G1Z0                          0  0 i
Q2G1Z3                          0  0 o
Q2G200                          0  0 o
Q2G201                          0  0 o
Q2G205                          0  0 o
Q2G206                         12  0 i5-24o30-51i63-81o101-134i141-159o179-198i233-256o268-289i309-331o351-383i390-407o427-451i
Q2G207                          0  0 o
Q2G208                          0  0 o
Q2G209                          0  0 i
Q2G211                          1  0 i82-103o
Q2G215                          0  0 i
Q2G216                          0  0 o
Q2G217                          0  0 o
Q2G220                          0  Y n5-10c17/18o
Q2G221                          6  0 i21-44o796-815i836-858o864-884i896-915o949-971i
Q2G225                          7  0 i23-43o84-106i118-139o145-166i191-211o217-235i247-266o
Q2G229                          0  0 o
Q2G231                          0  0 i
Q2G232                          0  0 o
Q2G237                          1  0 o6-22i
Q2G240                          0  0 o
Q2G242                          3  Y n2-9c14/15o38-56i77-98o104-123i
Q2G244                          1  0 i21-47o
Q2G245                          1  0 o28-46i
Q2G246                          0  0 i
Q2G247                          1  0 o6-27i
Q2G248                          0  0 o
Q2G249                          3  0 o64-86i98-117o137-156i
Q2G250                          0  0 i
Q2G251                          1  0 o6-25i
Q2G254                          0  0 i
Q2G255                          0  0 o
Q2G257                          3  0 i117-139o145-167i196-220o
Q2G259                          2  0 i12-31o37-58i
