# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q2FWL4	OTHER	0.003131	0.996869	
Q2FWL5	OTHER	0.002315	0.997685	
Q2FWL7	OTHER	0.047101	0.952899	
Q2FWL8	OTHER	0.041513	0.958487	
Q2FWM0	OTHER	0.000474	0.999526	
Q2FWM2	OTHER	0.023364	0.976636	
Q2FWM3	OTHER	0.315941	0.684059	
Q2FWM4	OTHER	0.000880	0.999120	
Q2FWM6	OTHER	0.045863	0.954137	
Q2FWM9	OTHER	0.002767	0.997233	
Q2FWN0	OTHER	0.000742	0.999258	
Q2FWN1	SP(Sec/SPI)	0.853768	0.146232	CS pos: 26-27. GLA-TH. Pr: 0.2591
Q2FWN2	OTHER	0.011917	0.988083	
Q2FWN5	OTHER	0.058629	0.941371	
Q2FWN6	SP(Sec/SPI)	0.996724	0.003276	CS pos: 20-21. CSA-SV. Pr: 0.7719
Q2FWN7	OTHER	0.076328	0.923672	
Q2FWP2	OTHER	0.001278	0.998722	
Q2FWP4	OTHER	0.001406	0.998594	
Q2FWP5	OTHER	0.000781	0.999219	
Q2FWP6	OTHER	0.000334	0.999666	
Q2FWP7	OTHER	0.000293	0.999707	
Q2FWP8	OTHER	0.000294	0.999706	
Q2FWP9	OTHER	0.279887	0.720113	
Q2FWQ0	OTHER	0.000441	0.999559	
Q2FWQ1	OTHER	0.001562	0.998438	
Q2FWQ2	OTHER	0.000457	0.999543	
Q2FWQ3	OTHER	0.000808	0.999192	
Q2FWQ4	OTHER	0.000503	0.999497	
Q2FWQ5	OTHER	0.000498	0.999502	
Q2FWQ7	OTHER	0.000815	0.999185	
Q2FWQ8	OTHER	0.000407	0.999593	
Q2FWQ9	OTHER	0.000692	0.999308	
Q2FWR0	OTHER	0.001530	0.998470	
Q2FWR1	OTHER	0.001072	0.998928	
Q2FWR2	OTHER	0.000386	0.999614	
Q2FWR3	OTHER	0.000300	0.999700	
Q2FWR4	OTHER	0.001357	0.998643	
Q2FWR5	OTHER	0.000987	0.999013	
Q2FWR6	OTHER	0.000455	0.999545	
Q2FWR7	OTHER	0.000799	0.999201	
Q2FWR8	OTHER	0.000405	0.999595	
Q2FWR9	OTHER	0.000160	0.999840	
Q2FWS0	OTHER	0.000764	0.999236	
Q2FWS1	OTHER	0.000794	0.999206	
Q2FWS2	OTHER	0.000506	0.999494	
Q2FWS3	OTHER	0.000993	0.999007	
Q2FWS4	OTHER	0.000440	0.999560	
Q2FWS5	OTHER	0.000342	0.999658	
Q2FWS6	OTHER	0.000221	0.999779	
Q2FWS7	OTHER	0.000693	0.999307	
Q2FWS8	OTHER	0.353027	0.646973	
Q2FWS9	OTHER	0.201216	0.798784	
Q2FWT0	OTHER	0.000739	0.999261	
Q2FWT1	OTHER	0.001130	0.998870	
Q2FWT2	OTHER	0.001646	0.998354	
Q2FWT3	OTHER	0.000120	0.999880	
Q2FWT4	OTHER	0.001107	0.998893	
Q2FWT5	OTHER	0.000314	0.999686	
Q2FWT6	OTHER	0.001379	0.998621	
Q2FWT7	OTHER	0.000630	0.999370	
Q2FWT8	OTHER	0.000313	0.999687	
Q2FWT9	OTHER	0.001250	0.998750	
Q2FWU0	OTHER	0.001065	0.998935	
Q2FWU1	OTHER	0.000187	0.999813	
Q2FWU2	OTHER	0.001858	0.998142	
Q2FWU4	OTHER	0.000356	0.999644	
Q2FWU5	OTHER	0.000490	0.999510	
Q2FWU6	OTHER	0.000282	0.999718	
Q2FWU7	OTHER	0.000204	0.999796	
Q2FWU8	OTHER	0.000604	0.999396	
Q2FWU9	OTHER	0.000297	0.999703	
Q2FWV0	OTHER	0.440261	0.559739	
Q2FWV1	SP(Sec/SPI)	0.764401	0.235599	CS pos: 31-32. AKA-IG. Pr: 0.6303
Q2FWV2	OTHER	0.002358	0.997642	
Q2FWV3	SP(Sec/SPI)	0.995403	0.004597	CS pos: 27-28. VSA-SS. Pr: 0.6907
Q2FWV4	OTHER	0.003536	0.996464	
Q2FWV7	OTHER	0.005165	0.994835	
Q2FWV8	OTHER	0.000394	0.999606	
Q2FWV9	OTHER	0.003514	0.996486	
Q2FWW1	SP(Sec/SPI)	0.968138	0.031862	CS pos: 21-22. TGA-NF. Pr: 0.4143
Q2FWW2	OTHER	0.000488	0.999512	
Q2FWW3	OTHER	0.001303	0.998697	
Q2FWW4	OTHER	0.011585	0.988415	
Q2FWW5	OTHER	0.050239	0.949761	
Q2FWW6	OTHER	0.000274	0.999726	
Q2FWW7	OTHER	0.000361	0.999639	
Q2FWW8	OTHER	0.000936	0.999064	
Q2FWW9	OTHER	0.000591	0.999409	
Q2FWX0	OTHER	0.007295	0.992705	
Q2FWX1	OTHER	0.000537	0.999463	
Q2FWX2	OTHER	0.003047	0.996953	
Q2FWX3	OTHER	0.000825	0.999175	
Q2FWX4	SP(Sec/SPI)	0.519848	0.480152	CS pos: 19-20. TAA-TI. Pr: 0.3115
Q2FWX5	OTHER	0.000633	0.999367	
Q2FWX6	OTHER	0.061929	0.938071	
Q2FWX7	OTHER	0.000604	0.999396	
Q2FWX8	OTHER	0.000409	0.999591	
Q2FWY0	OTHER	0.002229	0.997771	
Q2FWY2	OTHER	0.001074	0.998926	
Q2FWY3	OTHER	0.002879	0.997121	
Q2FWY5	OTHER	0.350621	0.649379	
Q2FWY6	SP(Sec/SPI)	0.986096	0.013904	CS pos: 18-19. AAC-GN. Pr: 0.3934
Q2FWZ1	OTHER	0.030490	0.969510	
Q2FWZ3	OTHER	0.000563	0.999437	
Q2FWZ4	OTHER	0.000845	0.999155	
Q2FWZ6	OTHER	0.002244	0.997756	
Q2FWZ7	OTHER	0.002790	0.997210	
Q2FX01	OTHER	0.008597	0.991403	
Q2FX02	OTHER	0.000401	0.999599	
Q2FX03	OTHER	0.093154	0.906846	
Q2FX04	OTHER	0.002975	0.997025	
Q2FX06	OTHER	0.000330	0.999670	
Q2FX07	OTHER	0.002984	0.997016	
Q2FX10	OTHER	0.000202	0.999798	
Q2FX11	OTHER	0.305556	0.694444	
Q2FX13	OTHER	0.000336	0.999664	
Q2FX14	OTHER	0.000842	0.999158	
Q2FX16	OTHER	0.002131	0.997869	
Q2FX17	OTHER	0.000426	0.999574	
Q2FX18	OTHER	0.000616	0.999384	
Q2FX19	OTHER	0.000348	0.999652	
Q2FX20	OTHER	0.000254	0.999746	
Q2FX21	OTHER	0.001173	0.998827	
Q2FX22	OTHER	0.000320	0.999680	
Q2FX23	OTHER	0.000585	0.999415	
Q2FX24	OTHER	0.000270	0.999730	
Q2FX25	OTHER	0.000592	0.999408	
Q2FX26	OTHER	0.000656	0.999344	
Q2FX27	OTHER	0.084506	0.915494	
Q2FX28	OTHER	0.000407	0.999593	
Q2FX29	OTHER	0.005590	0.994410	
Q2FX30	OTHER	0.000211	0.999789	
Q2FX31	OTHER	0.000500	0.999500	
Q2FX32	OTHER	0.000175	0.999825	
Q2FX33	OTHER	0.000692	0.999308	
Q2FX34	OTHER	0.001536	0.998464	
Q2FX35	OTHER	0.000472	0.999528	
Q2FX36	OTHER	0.000825	0.999175	
Q2FX37	OTHER	0.000461	0.999539	
Q2FX38	OTHER	0.001547	0.998453	
Q2FX39	OTHER	0.000414	0.999586	
Q2FX40	OTHER	0.000741	0.999259	
Q2FX41	OTHER	0.000900	0.999100	
Q2FX42	OTHER	0.000248	0.999752	
Q2FX44	OTHER	0.004672	0.995328	
Q2FX45	OTHER	0.000774	0.999226	
Q2FX46	OTHER	0.000768	0.999232	
Q2FX47	OTHER	0.086299	0.913701	
Q2FX48	SP(Sec/SPI)	0.630843	0.369157	CS pos: 22-23. LQA-EQ. Pr: 0.5171
Q2FX49	OTHER	0.002011	0.997989	
Q2FX50	OTHER	0.000544	0.999456	
Q2FX51	OTHER	0.000250	0.999750	
Q2FX52	OTHER	0.000703	0.999297	
Q2FX53	OTHER	0.000391	0.999609	
Q2FX54	OTHER	0.000984	0.999016	
Q2FX55	OTHER	0.000124	0.999876	
Q2FX56	OTHER	0.000340	0.999660	
Q2FX57	OTHER	0.000400	0.999600	
Q2FX58	OTHER	0.000719	0.999281	
Q2FX59	OTHER	0.001294	0.998706	
Q2FX60	OTHER	0.000397	0.999603	
Q2FX61	OTHER	0.000669	0.999331	
Q2FX62	OTHER	0.001080	0.998920	
Q2FX63	OTHER	0.001046	0.998954	
Q2FX64	OTHER	0.000582	0.999418	
Q2FX65	OTHER	0.000391	0.999609	
Q2FX66	OTHER	0.000437	0.999563	
Q2FX67	OTHER	0.001908	0.998092	
Q2FX68	OTHER	0.000385	0.999615	
Q2FX69	OTHER	0.000707	0.999293	
Q2FX70	OTHER	0.001149	0.998851	
Q2FX71	OTHER	0.001028	0.998972	
Q2FX72	OTHER	0.002546	0.997454	
Q2FX73	OTHER	0.003453	0.996547	
Q2FX74	OTHER	0.000751	0.999249	
Q2FX75	OTHER	0.000691	0.999309	
Q2FX76	OTHER	0.024186	0.975814	
Q2FX78	OTHER	0.003627	0.996373	
Q2FX79	OTHER	0.280016	0.719984	
Q2FX80	OTHER	0.000289	0.999711	
Q2FX81	SP(Sec/SPI)	0.901307	0.098693	CS pos: 22-23. IKN-GI. Pr: 0.2198
Q2FX82	OTHER	0.000837	0.999163	
Q2FX83	OTHER	0.001652	0.998348	
Q2FX85	OTHER	0.001248	0.998752	
Q2FX87	OTHER	0.000382	0.999618	
Q2FX90	OTHER	0.000216	0.999784	
Q2FX91	OTHER	0.000561	0.999439	
Q2FX92	OTHER	0.000898	0.999102	
Q2FX93	OTHER	0.161121	0.838879	
Q2FX97	OTHER	0.000973	0.999027	
Q2FX98	OTHER	0.000990	0.999010	
Q2FX99	OTHER	0.212173	0.787827	
Q2FXA0	OTHER	0.000273	0.999727	
Q2FXA1	OTHER	0.015704	0.984296	
Q2FXA2	OTHER	0.005659	0.994341	
Q2FXA6	OTHER	0.009373	0.990627	
Q2FXA7	OTHER	0.000823	0.999177	
Q2FXA8	OTHER	0.000554	0.999446	
Q2FXA9	OTHER	0.014442	0.985558	
Q2FXB3	OTHER	0.001527	0.998473	
Q2FXB4	OTHER	0.000402	0.999598	
Q2FXB5	OTHER	0.014125	0.985875	
Q2FXB7	OTHER	0.000366	0.999634	
Q2FXB8	OTHER	0.001965	0.998035	
Q2FXB9	OTHER	0.000416	0.999584	
Q2FXC0	SP(Sec/SPI)	0.614862	0.385138	CS pos: 26-27. LHS-SY. Pr: 0.2764
Q2FXC1	OTHER	0.000868	0.999132	
Q2FXC6	OTHER	0.053525	0.946475	
Q2FXC9	OTHER	0.002965	0.997035	
Q2FXD1	OTHER	0.000907	0.999093	
Q2FXD2	OTHER	0.000282	0.999718	
Q2FXD3	OTHER	0.261786	0.738214	
Q2FXD4	OTHER	0.008017	0.991983	
Q2FXD5	OTHER	0.002983	0.997017	
Q2FXD6	OTHER	0.000606	0.999394	
Q2FXD7	OTHER	0.000620	0.999380	
Q2FXD8	OTHER	0.016543	0.983457	
Q2FXD9	OTHER	0.001247	0.998753	
Q2FXE0	OTHER	0.001155	0.998845	
Q2FXE1	OTHER	0.000957	0.999043	
Q2FXE3	OTHER	0.000426	0.999574	
Q2FXE4	OTHER	0.033181	0.966819	
Q2FXE7	OTHER	0.007323	0.992677	
Q2FXE8	OTHER	0.000405	0.999595	
Q2FXE9	OTHER	0.000847	0.999153	
Q2FXF0	OTHER	0.000742	0.999258	
Q2FXF1	OTHER	0.001148	0.998852	
Q2FXF3	OTHER	0.000460	0.999540	
Q2FXF7	OTHER	0.001594	0.998406	
Q2FXF8	OTHER	0.023997	0.976003	
Q2FXG4	OTHER	0.001955	0.998045	
Q2FXG5	OTHER	0.000817	0.999183	
Q2FXG6	OTHER	0.001104	0.998896	
Q2FXG7	OTHER	0.000259	0.999741	
Q2FXH0	OTHER	0.000953	0.999047	
Q2FXH1	OTHER	0.296332	0.703668	
Q2FXH3	OTHER	0.001892	0.998108	
Q2FXH4	SP(Sec/SPI)	0.536320	0.463680	CS pos: 37-38. AQA-LT. Pr: 0.4866
Q2FXH5	OTHER	0.012044	0.987956	
Q2FXH6	OTHER	0.011568	0.988432	
Q2FXH8	OTHER	0.056202	0.943798	
Q2FXI1	OTHER	0.000365	0.999635	
Q2FXI3	OTHER	0.002080	0.997920	
Q2FXI4	OTHER	0.035846	0.964154	
Q2FXI6	OTHER	0.001224	0.998776	
Q2FXI7	OTHER	0.000599	0.999401	
Q2FXI8	OTHER	0.002678	0.997322	
Q2FXJ1	OTHER	0.013889	0.986111	
Q2FXJ3	OTHER	0.488504	0.511496	
Q2FXJ4	OTHER	0.000250	0.999750	
Q2FXJ7	OTHER	0.043137	0.956863	
Q2FXJ9	OTHER	0.000970	0.999030	
Q2FXK0	OTHER	0.012120	0.987880	
Q2FXK3	OTHER	0.002338	0.997662	
Q2FXK4	OTHER	0.000596	0.999404	
Q2FXK5	OTHER	0.066801	0.933199	
Q2FXK7	OTHER	0.000719	0.999281	
Q2FXK9	OTHER	0.012383	0.987617	
Q2FXL0	OTHER	0.018381	0.981619	
Q2FXL2	SP(Sec/SPI)	0.524511	0.475489	CS pos: 19-20. IAA-FI. Pr: 0.1414
Q2FXL4	OTHER	0.000403	0.999597	
Q2FXL6	OTHER	0.002326	0.997674	
Q2FXL8	OTHER	0.017214	0.982786	
Q2FXM0	OTHER	0.001783	0.998217	
Q2FXM1	OTHER	0.000903	0.999097	
Q2FXM2	OTHER	0.000196	0.999804	
Q2FXM3	OTHER	0.000596	0.999404	
Q2FXN0	OTHER	0.003334	0.996666	
Q2FXN1	OTHER	0.001502	0.998498	
Q2FXN2	OTHER	0.000672	0.999328	
Q2FXN5	OTHER	0.005962	0.994038	
Q2FXN6	OTHER	0.000341	0.999659	
Q2FXN8	OTHER	0.018632	0.981368	
Q2FXP5	OTHER	0.000299	0.999701	
Q2FXP6	OTHER	0.001625	0.998375	
Q2FXP8	OTHER	0.000842	0.999158	
Q2FXQ2	OTHER	0.008875	0.991125	
Q2FXQ3	OTHER	0.000223	0.999777	
Q2FXQ4	OTHER	0.000398	0.999602	
Q2FXQ5	OTHER	0.002552	0.997448	
Q2FXR0	OTHER	0.000282	0.999718	
Q2FXR5	OTHER	0.047818	0.952182	
Q2FXR6	OTHER	0.005432	0.994568	
Q2FXR7	OTHER	0.000664	0.999336	
Q2FXS0	OTHER	0.002568	0.997432	
Q2FXS1	OTHER	0.191893	0.808107	
Q2FXS3	OTHER	0.071557	0.928443	
Q2FXS4	OTHER	0.009434	0.990566	
Q2FXS5	OTHER	0.001366	0.998634	
Q2FXS7	OTHER	0.057795	0.942205	
Q2FXT2	OTHER	0.000183	0.999817	
Q2FXT7	OTHER	0.243621	0.756379	
Q2FXU6	OTHER	0.002479	0.997521	
Q2FXU7	OTHER	0.003427	0.996573	
Q2FXU9	OTHER	0.025781	0.974219	
Q2FXV0	OTHER	0.052872	0.947128	
Q2FXV1	OTHER	0.000304	0.999696	
Q2FXV2	OTHER	0.000704	0.999296	
Q2FXV3	OTHER	0.001038	0.998962	
Q2FXV7	OTHER	0.000636	0.999364	
Q2FXW0	OTHER	0.000286	0.999714	
Q2FXW2	OTHER	0.000139	0.999861	
Q2FXW4	OTHER	0.000757	0.999243	
Q2FXW5	OTHER	0.000588	0.999412	
Q2FXW8	OTHER	0.000451	0.999549	
Q2FXW9	OTHER	0.000622	0.999378	
Q2FXX0	OTHER	0.000383	0.999617	
Q2FXX1	OTHER	0.001889	0.998111	
Q2FXX4	OTHER	0.000319	0.999681	
Q2FXX5	OTHER	0.000780	0.999220	
Q2FXX6	OTHER	0.000219	0.999781	
Q2FXX7	OTHER	0.001712	0.998288	
Q2FXX9	OTHER	0.000873	0.999127	
Q2FXY0	OTHER	0.001009	0.998991	
Q2FXY2	OTHER	0.001099	0.998901	
Q2FXY4	OTHER	0.018425	0.981575	
Q2FXY8	OTHER	0.005244	0.994756	
Q2FXZ8	OTHER	0.000210	0.999790	
Q2FY00	SP(Sec/SPI)	0.602578	0.397422	CS pos: 21-22. TMR-EN. Pr: 0.1882
Q2FY01	OTHER	0.000353	0.999647	
Q2FY05	SP(Sec/SPI)	0.875260	0.124740	CS pos: 20-21. TFG-LP. Pr: 0.8370
Q2FY09	OTHER	0.020140	0.979860	
Q2FY13	OTHER	0.001223	0.998777	
Q2FY14	OTHER	0.010490	0.989510	
Q2FY17	OTHER	0.000723	0.999277	
Q2FY24	OTHER	0.000862	0.999138	
Q2FY25	OTHER	0.131975	0.868025	
Q2FY26	OTHER	0.000232	0.999768	
Q2FY28	OTHER	0.000784	0.999216	
Q2FY29	OTHER	0.002991	0.997009	
Q2FY30	OTHER	0.001136	0.998864	
Q2FY31	OTHER	0.115476	0.884524	
Q2FY36	OTHER	0.157816	0.842184	
Q2FY38	OTHER	0.017878	0.982122	
Q2FY39	SP(Sec/SPI)	0.992311	0.007689	CS pos: 19-20. CGS-QN. Pr: 0.7909
Q2FY40	OTHER	0.000781	0.999219	
Q2FY44	OTHER	0.001641	0.998359	
Q2FY55	OTHER	0.000784	0.999216	
Q2FY56	OTHER	0.005777	0.994223	
Q2FY57	OTHER	0.035506	0.964494	
Q2FY58	OTHER	0.000918	0.999082	
Q2FY61	OTHER	0.001467	0.998533	
Q2FY62	OTHER	0.001618	0.998382	
Q2FY63	OTHER	0.001301	0.998699	
Q2FY65	OTHER	0.001181	0.998819	
Q2FY69	OTHER	0.002405	0.997595	
Q2FY70	OTHER	0.001092	0.998908	
Q2FY71	OTHER	0.037821	0.962179	
Q2FY72	OTHER	0.000439	0.999561	
Q2FY75	OTHER	0.001202	0.998798	
Q2FY81	OTHER	0.000423	0.999577	
Q2FY82	OTHER	0.000441	0.999559	
Q2FY83	OTHER	0.000615	0.999385	
Q2FY84	OTHER	0.040880	0.959120	
Q2FY86	OTHER	0.000885	0.999115	
Q2FY87	OTHER	0.000427	0.999573	
Q2FY88	OTHER	0.000596	0.999404	
Q2FY89	OTHER	0.000266	0.999734	
Q2FY90	OTHER	0.004544	0.995456	
Q2FY91	OTHER	0.000817	0.999183	
Q2FY92	OTHER	0.000806	0.999194	
Q2FY93	OTHER	0.000238	0.999762	
Q2FY94	OTHER	0.000550	0.999450	
Q2FY95	OTHER	0.000817	0.999183	
Q2FY96	OTHER	0.003844	0.996156	
Q2FY97	OTHER	0.000326	0.999674	
Q2FY98	OTHER	0.000503	0.999497	
Q2FY99	OTHER	0.001184	0.998816	
Q2FYA0	OTHER	0.000602	0.999398	
Q2FYA2	OTHER	0.000662	0.999338	
Q2FYA3	OTHER	0.000081	0.999919	
Q2FYA4	OTHER	0.000652	0.999348	
Q2FYA5	OTHER	0.000595	0.999405	
Q2FYA6	OTHER	0.000349	0.999651	
Q2FYA7	OTHER	0.000937	0.999063	
Q2FYA8	OTHER	0.000840	0.999160	
Q2FYA9	OTHER	0.000904	0.999096	
Q2FYB0	OTHER	0.000613	0.999387	
Q2FYB1	OTHER	0.000930	0.999070	
Q2FYB3	OTHER	0.000715	0.999285	
Q2FYB4	OTHER	0.000748	0.999252	
Q2FYB5	OTHER	0.091872	0.908128	
Q2FYB6	OTHER	0.465546	0.534454	
Q2FYB7	OTHER	0.000289	0.999711	
Q2FYB8	OTHER	0.001326	0.998674	
Q2FYB9	OTHER	0.001395	0.998605	
Q2FYC0	OTHER	0.006449	0.993551	
Q2FYC1	OTHER	0.001286	0.998714	
Q2FYC2	OTHER	0.000687	0.999313	
Q2FYC3	OTHER	0.000612	0.999388	
Q2FYC4	OTHER	0.000731	0.999269	
Q2FYC5	OTHER	0.000283	0.999717	
Q2FYC6	OTHER	0.000984	0.999016	
Q2FYC7	OTHER	0.000731	0.999269	
Q2FYC9	OTHER	0.000856	0.999144	
Q2FYD0	OTHER	0.000262	0.999738	
Q2FYD1	OTHER	0.000850	0.999150	
Q2FYD2	OTHER	0.001040	0.998960	
Q2FYD3	OTHER	0.000721	0.999279	
Q2FYD4	OTHER	0.000580	0.999420	
Q2FYD5	OTHER	0.000855	0.999145	
Q2FYD6	OTHER	0.002793	0.997207	
Q2FYD7	SP(Sec/SPI)	0.748544	0.251456	CS pos: 22-23. FLA-NK. Pr: 0.3583
Q2FYD9	OTHER	0.023371	0.976629	
Q2FYE0	OTHER	0.005702	0.994298	
Q2FYE1	OTHER	0.001319	0.998681	
Q2FYE2	SP(Sec/SPI)	0.983209	0.016791	CS pos: 20-21. CST-TN. Pr: 0.4513
Q2FYE3	OTHER	0.000604	0.999396	
Q2FYE4	OTHER	0.000578	0.999422	
Q2FYE5	SP(Sec/SPI)	0.972204	0.027796	CS pos: 20-21. CST-TN. Pr: 0.4405
Q2FYE6	OTHER	0.005983	0.994017	
Q2FYE8	OTHER	0.014394	0.985606	
Q2FYE9	OTHER	0.000264	0.999736	
Q2FYF2	OTHER	0.003811	0.996189	
Q2FYF3	OTHER	0.003183	0.996817	
Q2FYF6	OTHER	0.003792	0.996208	
Q2FYF7	OTHER	0.202131	0.797869	
Q2FYF8	OTHER	0.000719	0.999281	
Q2FYG3	OTHER	0.004844	0.995156	
Q2FYG4	OTHER	0.000527	0.999473	
Q2FYG5	OTHER	0.003040	0.996960	
Q2FYG6	OTHER	0.000350	0.999650	
Q2FYG8	OTHER	0.049700	0.950300	
Q2FYH2	OTHER	0.000298	0.999702	
Q2FYH3	OTHER	0.000283	0.999717	
Q2FYH4	OTHER	0.002250	0.997750	
Q2FYH7	OTHER	0.000665	0.999335	
Q2FYH9	OTHER	0.000571	0.999429	
Q2FYI2	OTHER	0.000934	0.999066	
Q2FYI3	OTHER	0.000275	0.999725	
Q2FYI4	OTHER	0.000713	0.999287	
Q2FYI6	OTHER	0.255182	0.744818	
Q2FYI7	OTHER	0.123228	0.876772	
Q2FYI8	OTHER	0.000899	0.999101	
Q2FYI9	OTHER	0.073608	0.926392	
Q2FYJ0	OTHER	0.000642	0.999358	
Q2FYJ1	OTHER	0.014921	0.985079	
Q2FYJ4	OTHER	0.002129	0.997871	
Q2FYJ7	OTHER	0.000740	0.999260	
Q2FYJ8	OTHER	0.008401	0.991599	
Q2FYJ9	OTHER	0.006755	0.993245	
Q2FYK1	OTHER	0.002115	0.997885	
Q2FYK2	OTHER	0.000543	0.999457	
Q2FYK4	OTHER	0.001908	0.998092	
Q2FYK7	OTHER	0.000404	0.999596	
Q2FYL1	OTHER	0.004520	0.995480	
Q2FYL2	OTHER	0.008701	0.991299	
Q2FYL4	OTHER	0.000357	0.999643	
Q2FYL6	OTHER	0.073746	0.926254	
Q2FYL7	OTHER	0.000776	0.999224	
Q2FYL8	OTHER	0.006468	0.993532	
Q2FYM3	OTHER	0.000733	0.999267	
Q2FYM5	OTHER	0.001236	0.998764	
Q2FYM6	OTHER	0.003372	0.996628	
Q2FYM7	OTHER	0.000361	0.999639	
Q2FYM8	OTHER	0.013115	0.986885	
Q2FYN0	OTHER	0.002122	0.997878	
Q2FYN1	OTHER	0.002038	0.997962	
Q2FYN6	OTHER	0.000471	0.999529	
Q2FYP2	OTHER	0.001276	0.998724	
Q2FYP4	OTHER	0.001010	0.998990	
Q2FYP5	OTHER	0.001150	0.998850	
Q2FYP7	OTHER	0.002961	0.997039	
Q2FYQ3	OTHER	0.000844	0.999156	
Q2FYQ4	OTHER	0.000799	0.999201	
Q2FYQ9	OTHER	0.001549	0.998451	
Q2FYR0	OTHER	0.001388	0.998612	
Q2FYR8	OTHER	0.001515	0.998485	
Q2FYS0	OTHER	0.001470	0.998530	
Q2FYS3	OTHER	0.003530	0.996470	
Q2FYS7	OTHER	0.000897	0.999103	
Q2FYS8	OTHER	0.002884	0.997116	
Q2FYT0	OTHER	0.002508	0.997492	
Q2FYT1	OTHER	0.008837	0.991163	
Q2FYT2	OTHER	0.004086	0.995914	
Q2FYT5	OTHER	0.000429	0.999571	
Q2FYT6	OTHER	0.009119	0.990881	
Q2FYT7	OTHER	0.000681	0.999319	
Q2FYT9	OTHER	0.000163	0.999837	
Q2FYU0	OTHER	0.366822	0.633178	
Q2FYU2	OTHER	0.000779	0.999221	
Q2FYU3	OTHER	0.014073	0.985927	
Q2FYU8	OTHER	0.001506	0.998494	
Q2FYU9	OTHER	0.052996	0.947004	
Q2FYV0	OTHER	0.000507	0.999493	
Q2FYV1	OTHER	0.000682	0.999318	
Q2FYV6	OTHER	0.000174	0.999826	
Q2FYV7	OTHER	0.332943	0.667057	
Q2FYV9	OTHER	0.016389	0.983611	
Q2FYW2	OTHER	0.000956	0.999044	
Q2FYW3	OTHER	0.000275	0.999725	
Q2FYW5	OTHER	0.000586	0.999414	
Q2FYW6	OTHER	0.001869	0.998131	
Q2FYW7	OTHER	0.001494	0.998506	
Q2FYW8	OTHER	0.000408	0.999592	
Q2FYW9	OTHER	0.000474	0.999526	
Q2FYX0	OTHER	0.000226	0.999774	
Q2FYX1	OTHER	0.003693	0.996307	
Q2FYX2	OTHER	0.003074	0.996926	
Q2FYX3	OTHER	0.000973	0.999027	
Q2FYX4	OTHER	0.003085	0.996915	
Q2FYX5	OTHER	0.007226	0.992774	
Q2FYX6	OTHER	0.000757	0.999243	
Q2FYX7	OTHER	0.002716	0.997284	
Q2FYX8	OTHER	0.000439	0.999561	
Q2FYX9	OTHER	0.000628	0.999372	
Q2FYY0	OTHER	0.005086	0.994914	
Q2FYY1	OTHER	0.000340	0.999660	
Q2FYY2	OTHER	0.007223	0.992777	
Q2FYY3	OTHER	0.000345	0.999655	
Q2FYY4	OTHER	0.000284	0.999716	
Q2FYY5	OTHER	0.000421	0.999579	
Q2FYY7	OTHER	0.002315	0.997685	
Q2FYY8	OTHER	0.001092	0.998908	
Q2FYZ0	OTHER	0.000952	0.999048	
Q2FYZ3	OTHER	0.000240	0.999760	
Q2FZ00	OTHER	0.457077	0.542923	
Q2FZ01	OTHER	0.000577	0.999423	
Q2FZ03	OTHER	0.000408	0.999592	
Q2FZ05	OTHER	0.002000	0.998000	
Q2FZ07	OTHER	0.000340	0.999660	
Q2FZ10	OTHER	0.040024	0.959976	
Q2FZ12	OTHER	0.001831	0.998169	
Q2FZ13	OTHER	0.001150	0.998850	
Q2FZ14	OTHER	0.005088	0.994912	
Q2FZ15	OTHER	0.000471	0.999529	
Q2FZ16	OTHER	0.000445	0.999555	
Q2FZ17	OTHER	0.000255	0.999745	
Q2FZ24	OTHER	0.074994	0.925006	
Q2FZ26	OTHER	0.048730	0.951270	
Q2FZ33	OTHER	0.000422	0.999578	
Q2FZ40	OTHER	0.003789	0.996211	
Q2FZ41	OTHER	0.012776	0.987224	
Q2FZ47	OTHER	0.000166	0.999834	
Q2FZ52	OTHER	0.015898	0.984102	
Q2FZ58	OTHER	0.003052	0.996948	
Q2FZ59	OTHER	0.000959	0.999041	
Q2FZ69	OTHER	0.000688	0.999312	
Q2FZ76	OTHER	0.000504	0.999496	
Q2FZ80	OTHER	0.007099	0.992901	
Q2FZ81	OTHER	0.001269	0.998731	
Q2FZ84	OTHER	0.001929	0.998071	
Q2FZ85	OTHER	0.001179	0.998821	
Q2FZA1	OTHER	0.000150	0.999850	
Q2FZA2	OTHER	0.000257	0.999743	
Q2FZA3	OTHER	0.012537	0.987463	
Q2FZA4	OTHER	0.006354	0.993646	
Q2FZA5	OTHER	0.000433	0.999567	
Q2FZA6	OTHER	0.022592	0.977408	
Q2FZA7	OTHER	0.009503	0.990497	
Q2FZA8	SP(Sec/SPI)	0.917278	0.082722	CS pos: 21-22. AGA-YS. Pr: 0.7058
Q2FZB1	SP(Sec/SPI)	0.971089	0.028911	CS pos: 23-24. TST-QL. Pr: 0.5485
Q2FZB2	SP(Sec/SPI)	0.944827	0.055173	CS pos: 23-24. AST-QF. Pr: 0.6063
Q2FZB3	SP(Sec/SPI)	0.862267	0.137733	CS pos: 23-24. VLP-QN. Pr: 0.6477
Q2FZB4	OTHER	0.001234	0.998766	
